ingreso_mensual,monto_prestamo,historial_crediticio,edad,empleo_estable,ratio_deuda_ingreso,score_normalizado,riesgo_demografico,es_moroso
5398.56,16177.85,426,18,0,0.25,0.23,1,0
4155.16,24004.47,661,35,1,0.48,0.66,0,0
4542.26,6999.42,493,40,0,0.13,0.35,0,1
2727.06,11869.45,808,30,0,0.36,0.92,0,0
4794.26,15223.51,587,64,1,0.26,0.52,0,0
3184.07,6611.69,795,50,0,0.17,0.9,0,0
4098.87,13527.69,840,51,0,0.28,0.98,0,0
3438.91,17739.68,488,20,1,0.43,0.34,0,0
4702.73,14301.01,575,51,1,0.25,0.5,0,0
3058.83,10162.68,411,62,1,0.28,0.2,0,0
3983.01,22201.6,673,43,1,0.46,0.68,0,0
3140.14,9503.43,573,20,1,0.25,0.5,0,0
3465.18,5371.56,500,51,1,0.13,0.36,0,0
6230.95,35011.23,732,45,1,0.47,0.79,0,0
2131.48,7931.1,378,62,1,0.31,0.14,0,0
4304.02,7250.68,357,66,1,0.14,0.1,0,0
1653.8,7786.89,331,38,1,0.39,0.06,0,0
2293.36,10428.0,699,40,0,0.38,0.73,0,0
4688.58,8400.52,437,37,1,0.15,0.25,0,0
3308.45,14268.11,641,49,0,0.36,0.62,0,1
4437.83,13503.65,494,47,0,0.25,0.35,0,0
2875.28,4515.45,409,42,1,0.13,0.2,0,0
4453.72,26437.24,620,63,0,0.49,0.58,0,0
2949.38,7935.13,509,65,1,0.22,0.38,0,0
4027.21,6360.44,451,24,0,0.13,0.27,1,0
4546.83,15574.74,383,27,0,0.29,0.15,0,0
1900.48,9692.05,590,68,1,0.42,0.53,0,0
3282.49,13819.28,354,50,1,0.35,0.1,0,1
2780.97,16645.04,372,38,0,0.5,0.13,0,1
4920.82,19486.2,847,28,1,0.33,0.99,0,0
2602.92,4234.72,838,30,0,0.14,0.98,0,0
2623.56,5281.58,375,25,1,0.17,0.14,0,0
3478.43,9625.86,438,43,1,0.23,0.25,0,0
4708.63,8970.94,581,48,1,0.16,0.51,0,0
2155.51,4350.94,732,45,0,0.17,0.79,0,0
3966.03,20991.09,706,28,1,0.44,0.74,0,0
3263.87,10019.46,498,18,1,0.26,0.36,0,0
4948.4,13953.69,406,54,0,0.23,0.19,0,0
3170.37,18605.57,335,31,1,0.49,0.06,0,1
2072.49,6945.97,310,24,1,0.28,0.02,0,0
5199.65,10686.05,748,52,1,0.17,0.81,0,0
4304.02,21059.87,428,62,1,0.41,0.23,0,1
5585.99,28763.8,785,35,1,0.43,0.88,0,0
5820.74,29218.2,322,46,1,0.42,0.04,0,0
1519.1,3470.76,344,60,1,0.19,0.08,0,0
2210.46,10610.06,454,18,1,0.4,0.28,0,0
2331.02,8517.14,673,63,1,0.3,0.68,0,0
5251.43,20757.86,311,40,1,0.33,0.02,0,0
2671.48,11835.34,426,50,0,0.37,0.23,0,0
2089.38,9528.65,581,38,1,0.38,0.51,0,0
3304.58,14975.4,713,69,1,0.38,0.75,0,0
1906.01,2917.18,701,34,1,0.13,0.73,0,0
2201.98,6046.04,553,31,1,0.23,0.46,0,0
3901.65,9743.22,650,19,1,0.21,0.64,0,0
3130.1,5272.7,682,61,0,0.14,0.69,0,0
2903.67,10800.24,764,52,0,0.31,0.84,0,0
2324.13,13763.62,848,21,0,0.49,1.0,1,0
4994.96,19872.13,676,50,0,0.33,0.68,0,0
3014.51,15610.38,568,27,1,0.43,0.49,0,0
3610.82,7770.69,452,66,1,0.18,0.28,0,0
2816.24,15480.07,558,30,1,0.46,0.47,0,1
1177.92,2638.5,672,56,1,0.19,0.68,0,0
2822.1,14335.56,428,44,0,0.42,0.23,0,0
2980.28,9828.95,507,55,1,0.27,0.38,0,0
4406.33,23507.31,696,54,1,0.44,0.72,0,0
5212.16,19641.86,450,60,0,0.31,0.27,0,0
2762.15,13866.66,457,56,1,0.42,0.29,0,0
3413.96,15048.04,727,50,1,0.37,0.78,0,0
4797.04,9724.38,416,58,1,0.17,0.21,0,0
5906.37,17358.56,718,30,0,0.24,0.76,0,0
2016.74,5836.89,445,41,1,0.24,0.26,0,0
5432.64,25754.82,381,26,0,0.4,0.15,0,0
3185.15,17625.81,569,56,1,0.46,0.49,0,1
5598.24,12890.94,786,55,1,0.19,0.88,0,0
5302.45,23861.69,478,66,1,0.38,0.32,0,0
2518.79,11532.0,304,21,0,0.38,0.01,1,0
3031.96,17387.49,674,25,1,0.48,0.68,0,0
2893.77,7181.46,388,41,0,0.21,0.16,0,0
3069.01,7940.02,591,50,0,0.22,0.53,0,0
3522.73,7847.46,661,37,1,0.19,0.66,0,0
2833.3,4375.05,570,45,1,0.13,0.49,0,0
2498.59,5784.89,332,52,1,0.19,0.06,0,0
3169.31,15162.79,636,68,1,0.4,0.61,0,0
5019.72,20237.61,521,65,1,0.34,0.4,0,0
4197.74,19714.28,682,41,1,0.39,0.69,0,0
6501.33,26785.82,360,37,1,0.34,0.11,0,1
3725.46,21532.08,667,53,1,0.48,0.67,0,0
4214.82,15080.97,512,24,1,0.3,0.39,0,1
4538.91,26077.41,547,63,1,0.48,0.45,0,0
2704.05,10043.03,599,51,1,0.31,0.54,0,0
4713.33,27664.3,825,41,0,0.49,0.95,0,1
4340.52,22546.75,308,40,0,0.43,0.01,0,1
2618.28,4016.51,434,19,0,0.13,0.24,1,1
4960.59,25015.02,456,25,1,0.42,0.28,0,0
3071.55,7332.38,821,52,1,0.2,0.95,0,0
2594.95,5784.52,430,62,0,0.19,0.24,0,0
3087.28,16895.04,422,67,0,0.46,0.22,0,0
3255.03,11511.19,716,21,0,0.29,0.76,1,0
1069.52,4678.77,441,22,0,0.36,0.26,1,1
3857.77,12008.38,673,26,0,0.26,0.68,0,0
3818.04,7687.44,535,46,1,0.17,0.43,0,0
2031.55,8743.16,355,32,0,0.36,0.1,0,1
2967.94,6865.75,695,31,1,0.19,0.72,0,0
4459.88,16740.63,699,26,1,0.31,0.73,0,0
5089.81,15836.13,343,44,0,0.26,0.08,0,0
1000.0,3890.76,632,65,0,0.32,0.6,0,0
5532.42,21590.59,762,61,1,0.33,0.84,0,0
3093.02,12189.59,488,23,0,0.33,0.34,1,0
2699.8,15397.08,808,47,0,0.48,0.92,0,1
2405.17,9618.75,600,42,1,0.33,0.55,0,0
1000.0,5366.7,635,27,1,0.45,0.61,0,0
4511.48,26497.02,377,33,0,0.49,0.14,0,0
2597.34,4568.39,423,24,1,0.15,0.22,0,0
3364.04,18341.67,491,37,1,0.45,0.35,0,0
2945.53,16257.5,673,58,1,0.46,0.68,0,0
3527.86,12312.15,416,43,1,0.29,0.21,0,0
3352.36,6143.04,812,24,1,0.15,0.93,0,0
2719.01,11884.97,787,54,0,0.36,0.89,0,0
1468.13,5656.28,675,40,1,0.32,0.68,0,0
3254.99,14076.78,568,68,0,0.36,0.49,0,0
2441.57,5376.19,380,54,1,0.18,0.15,0,0
3134.06,11810.25,664,20,1,0.31,0.66,0,0
3160.06,6346.14,704,53,1,0.17,0.73,0,0
2883.61,10688.52,651,37,1,0.31,0.64,0,0
4280.54,8175.93,431,61,1,0.16,0.24,0,0
2969.94,6284.16,745,51,0,0.18,0.81,0,0
3211.78,13064.69,348,45,0,0.34,0.09,0,1
3583.56,7674.17,713,21,0,0.18,0.75,1,0
3773.43,18952.72,586,40,0,0.42,0.52,0,0
1185.74,5517.69,849,51,1,0.39,1.0,0,0
1577.08,7573.0,358,49,0,0.4,0.11,0,0
2785.67,15528.95,781,41,1,0.46,0.87,0,0
4888.42,27586.34,451,58,1,0.47,0.27,0,0
3128.57,5149.63,603,23,1,0.14,0.55,0,0
2450.21,8269.09,488,46,1,0.28,0.34,0,0
4352.86,16518.47,803,40,1,0.32,0.91,0,0
3030.49,8042.8,343,69,1,0.22,0.08,0,1
2453.83,7268.63,497,44,1,0.25,0.36,0,0
1000.0,2052.55,426,25,1,0.17,0.23,0,0
3155.03,17073.57,675,18,1,0.45,0.68,0,0
4046.93,21930.34,372,62,1,0.45,0.13,0,1
5504.06,24503.14,606,48,0,0.37,0.56,0,0
2635.24,13670.37,662,43,1,0.43,0.66,0,0
2010.8,7714.35,385,41,1,0.32,0.15,0,0
2939.87,11016.38,361,68,0,0.31,0.11,0,0
4653.27,7449.58,543,40,1,0.13,0.44,0,0
3119.37,12429.73,420,18,1,0.33,0.22,0,0
1674.29,3610.63,507,69,1,0.18,0.38,0,0
3281.07,13962.44,616,50,0,0.35,0.57,0,0
5403.98,25190.23,404,29,1,0.39,0.19,0,0
4228.47,23614.51,400,60,0,0.47,0.18,0,1
3991.23,15898.63,763,37,1,0.33,0.84,0,0
3043.74,11610.32,316,44,0,0.32,0.03,0,0
3992.53,23690.73,848,65,0,0.49,1.0,0,0
4941.51,10719.16,454,47,0,0.18,0.28,0,1
2386.83,8816.09,834,60,1,0.31,0.97,0,0
1000.0,2940.52,571,58,1,0.25,0.49,0,0
3184.28,7193.7,565,45,1,0.19,0.48,0,0
2346.35,5984.64,383,45,1,0.21,0.15,0,0
2661.34,15112.87,387,55,0,0.47,0.16,0,1
2925.69,8737.47,430,51,0,0.25,0.24,0,1
3936.8,15707.89,685,51,1,0.33,0.7,0,0
2529.13,12723.57,523,57,1,0.42,0.41,0,0
1021.32,5874.68,742,50,1,0.48,0.8,0,0
2876.88,5680.21,310,68,0,0.16,0.02,0,0
5108.07,21107.46,587,23,1,0.34,0.52,0,0
3196.73,11017.42,810,39,1,0.29,0.93,0,0
1795.73,3808.57,736,33,0,0.18,0.79,0,0
2108.12,6041.86,531,37,1,0.24,0.42,0,0
3656.12,16417.84,329,31,0,0.37,0.05,0,0
4316.74,16948.63,582,38,1,0.33,0.51,0,0
5073.36,28250.76,724,61,1,0.46,0.77,0,0
2078.92,9874.43,422,66,0,0.4,0.22,0,1
4081.67,20899.46,518,58,0,0.43,0.4,0,0
3269.61,6599.92,741,47,1,0.17,0.8,0,0
2392.1,10631.85,460,49,1,0.37,0.29,0,0
4830.38,13642.11,407,38,1,0.24,0.19,0,0
3949.46,8442.46,483,22,1,0.18,0.33,0,0
2349.8,9558.18,407,45,1,0.34,0.19,0,0
2877.72,9183.59,493,65,0,0.27,0.35,0,1
3297.09,6963.42,407,54,1,0.18,0.19,0,0
1748.28,10417.81,838,46,1,0.5,0.98,0,0
2167.16,10805.82,396,67,1,0.42,0.17,0,0
5933.33,27213.73,769,62,1,0.38,0.85,0,0
4031.86,24039.23,487,55,1,0.5,0.34,0,0
4776.33,15181.23,454,45,0,0.26,0.28,0,1
2815.71,14635.25,792,19,1,0.43,0.89,0,0
3026.77,5185.39,696,36,1,0.14,0.72,0,0
3356.91,9259.94,342,18,0,0.23,0.08,1,1
6155.49,20672.6,450,53,1,0.28,0.27,0,0
2532.19,6016.74,675,49,1,0.2,0.68,0,0
3600.93,10807.62,624,34,1,0.25,0.59,0,0
5174.29,16152.78,769,25,1,0.26,0.85,0,0
2335.15,10508.95,577,50,0,0.38,0.5,0,0
4367.98,17947.13,782,28,1,0.34,0.88,0,0
3661.46,16564.59,777,48,1,0.38,0.87,0,0
3750.12,12485.25,424,66,1,0.28,0.23,0,0
4172.9,10364.69,374,47,0,0.21,0.13,0,0
1206.59,3778.0,515,63,1,0.26,0.39,0,0
1000.0,3664.81,306,26,1,0.31,0.01,0,1
2171.55,11610.18,534,29,0,0.45,0.43,0,0
3424.91,16024.13,418,41,1,0.39,0.21,0,0
4192.72,6693.8,563,22,1,0.13,0.48,0,0
4286.0,8433.68,552,41,1,0.16,0.46,0,0
1522.63,4199.22,742,39,0,0.23,0.8,0,0
3497.48,6580.73,455,60,1,0.16,0.28,0,0
3171.45,16928.91,618,37,1,0.44,0.58,0,0
7071.78,30386.54,783,48,0,0.36,0.88,0,0
1000.0,1799.78,767,58,0,0.15,0.85,0,0
4330.05,24665.11,740,27,1,0.47,0.8,0,0
3943.48,16376.64,581,37,0,0.35,0.51,0,0
2894.0,8053.17,553,51,1,0.23,0.46,0,0
3995.89,22781.93,330,67,1,0.48,0.05,0,1
3101.43,11795.02,341,40,1,0.32,0.07,0,0
2527.43,13815.1,787,57,1,0.46,0.89,0,0
4172.5,24687.27,736,64,0,0.49,0.79,0,1
2943.35,16868.33,555,30,1,0.48,0.46,0,0
2850.77,14138.82,540,39,1,0.41,0.44,0,0
3157.16,17972.73,308,44,1,0.47,0.01,0,0
2805.64,7834.03,515,55,0,0.23,0.39,0,0
1843.25,6056.92,769,32,1,0.27,0.85,0,0
1280.62,3668.02,506,62,1,0.24,0.37,0,0
2317.66,7523.17,756,24,0,0.27,0.83,1,0
2257.81,6115.02,763,51,0,0.23,0.84,0,0
4339.69,16635.32,834,60,0,0.32,0.97,0,0
4307.14,25324.76,665,40,1,0.49,0.66,0,0
1634.8,7060.7,726,42,1,0.36,0.77,0,0
2880.0,7455.8,383,30,1,0.22,0.15,0,0
2363.78,11643.07,393,30,0,0.41,0.17,0,0
2897.2,16959.86,597,36,1,0.49,0.54,0,0
3600.17,6649.0,406,34,1,0.15,0.19,0,0
2042.74,9319.83,303,42,0,0.38,0.01,0,1
2959.52,9814.88,453,26,1,0.28,0.28,0,0
3500.98,10444.97,488,24,1,0.25,0.34,0,0
5124.87,23298.66,347,38,0,0.38,0.09,0,1
1902.3,5547.57,817,22,1,0.24,0.94,0,0
3660.21,19887.64,493,46,1,0.45,0.35,0,0
2809.33,4857.09,581,36,1,0.14,0.51,0,0
2980.73,16278.11,569,48,1,0.46,0.49,0,1
4153.15,16007.09,365,58,1,0.32,0.12,0,0
1397.34,4354.68,604,32,0,0.26,0.55,0,0
3262.61,10035.41,667,54,1,0.26,0.67,0,0
4344.25,12685.55,344,34,0,0.24,0.08,0,1
3812.35,17224.1,400,45,1,0.38,0.18,0,0
3568.5,6139.07,673,40,0,0.14,0.68,0,0
4781.12,9018.1,610,56,0,0.16,0.56,0,1
3268.69,17376.93,392,44,0,0.44,0.17,0,0
4986.93,10258.26,369,58,1,0.17,0.13,0,0
2446.34,4119.92,742,66,1,0.14,0.8,0,0
4364.61,23920.88,339,64,1,0.46,0.07,0,0
5205.93,8393.17,483,65,1,0.13,0.33,0,0
4609.53,13312.71,328,47,0,0.24,0.05,0,0
2060.79,3556.91,514,38,0,0.14,0.39,0,0
1887.06,10836.12,505,38,1,0.48,0.37,0,0
1898.73,10589.14,417,67,1,0.46,0.21,0,0
2012.09,4143.72,708,64,1,0.17,0.74,0,0
2827.98,12581.64,442,39,1,0.37,0.26,0,0
1920.14,4875.13,332,66,1,0.21,0.06,0,0
2799.31,13528.18,653,23,1,0.4,0.64,0,0
4731.26,11850.09,521,44,1,0.21,0.4,0,0
2963.74,7243.36,517,58,0,0.2,0.39,0,1
3584.79,15201.72,815,21,1,0.35,0.94,0,0
2674.78,4712.16,810,19,1,0.15,0.93,0,0
3126.15,9556.08,664,68,0,0.25,0.66,0,0
3719.03,8109.9,669,39,1,0.18,0.67,0,0
3356.48,14994.25,461,52,1,0.37,0.29,0,0
1000.0,4617.56,641,54,1,0.38,0.62,0,0
2381.29,13772.1,494,41,1,0.48,0.35,0,0
5376.06,14279.03,308,61,0,0.22,0.01,0,1
3936.59,17316.56,693,32,1,0.37,0.71,0,0
3062.12,9482.64,409,59,0,0.26,0.2,0,0
4402.91,22490.88,691,30,1,0.43,0.71,0,0
4502.49,13466.8,493,67,0,0.25,0.35,0,0
1025.42,2572.12,607,21,0,0.21,0.56,1,1
3478.63,8007.87,387,63,1,0.19,0.16,0,1
3149.0,18253.37,344,20,1,0.48,0.08,0,0
4236.61,20382.45,363,47,0,0.4,0.11,0,1
4128.53,10957.33,666,28,1,0.22,0.67,0,0
3862.92,8973.38,542,28,0,0.19,0.44,0,0
1937.24,3770.66,791,58,1,0.16,0.89,0,0
3367.97,9859.27,732,68,0,0.24,0.79,0,1
3272.34,9018.47,571,68,1,0.23,0.49,0,0
4743.27,25135.34,574,40,1,0.44,0.5,0,0
3640.51,12279.68,396,57,1,0.28,0.17,0,0
1687.34,2898.6,567,65,0,0.14,0.49,0,0
3042.09,16260.25,695,35,1,0.45,0.72,0,0
3264.63,10253.31,350,56,1,0.26,0.09,0,0
2361.14,11077.61,345,38,0,0.39,0.08,0,0
5443.87,24948.77,377,40,1,0.38,0.14,0,0
2665.74,9869.11,705,55,1,0.31,0.74,0,0
3055.44,15904.51,501,36,0,0.43,0.37,0,0
3215.94,16253.84,608,25,1,0.42,0.56,0,0
2549.46,5521.5,835,39,1,0.18,0.97,0,0
4047.6,20675.88,453,31,0,0.43,0.28,0,0
2799.53,5384.91,378,34,0,0.16,0.14,0,1
3552.28,18843.82,733,69,1,0.44,0.79,0,0
5388.49,9635.52,400,20,1,0.15,0.18,0,1
4968.99,16250.05,539,58,0,0.27,0.43,0,1
3397.96,6714.59,495,47,1,0.16,0.35,0,0
5152.41,12502.29,339,30,0,0.2,0.07,0,0
3968.04,13732.46,788,22,1,0.29,0.89,0,0
5269.18,30141.65,850,19,1,0.48,1.0,0,0
4558.46,9008.11,698,39,0,0.16,0.72,0,0
1624.91,7178.28,837,25,1,0.37,0.98,0,0
4859.48,17730.21,393,29,1,0.3,0.17,0,0
3908.73,10489.3,743,22,1,0.22,0.81,0,0
1000.0,3754.98,458,63,0,0.31,0.29,0,0
2681.27,4277.52,807,57,0,0.13,0.92,0,0
4599.28,10193.78,818,49,0,0.18,0.94,0,0
4251.23,11287.14,579,58,1,0.22,0.51,0,0
1000.0,5671.92,315,26,1,0.47,0.03,0,0
4021.7,14977.45,312,27,0,0.31,0.02,0,1
6086.48,9449.85,769,20,1,0.13,0.85,0,0
2413.17,5864.39,458,34,1,0.2,0.29,0,0
6480.06,34924.81,516,30,1,0.45,0.39,0,0
5377.77,9834.56,529,18,0,0.15,0.42,1,1
3215.45,14388.44,606,53,1,0.37,0.56,0,0
3031.55,8899.43,756,29,1,0.24,0.83,0,0
5352.23,30774.24,459,66,1,0.48,0.29,0,0
4077.07,21285.13,632,48,1,0.44,0.6,0,0
4780.75,8064.2,819,66,1,0.14,0.94,0,0
5317.9,28502.73,629,64,1,0.45,0.6,0,0
5333.09,11960.48,552,21,1,0.19,0.46,0,0
4325.28,15597.0,816,30,1,0.3,0.94,0,0
3963.73,11838.91,529,43,0,0.25,0.42,0,0
2413.63,9224.3,542,34,0,0.32,0.44,0,0
4155.7,13395.62,467,41,0,0.27,0.3,0,0
4831.28,24298.9,719,24,0,0.42,0.76,1,1
4091.49,8860.84,678,38,1,0.18,0.69,0,0
3421.16,14476.49,530,55,1,0.35,0.42,0,0
4988.59,17582.0,592,54,1,0.29,0.53,0,0
1757.1,8421.0,700,47,1,0.4,0.73,0,0
5116.56,25544.03,411,22,1,0.42,0.2,0,0
4961.5,28013.18,331,64,0,0.47,0.06,0,0
3776.84,18094.89,658,68,0,0.4,0.65,0,0
3696.28,17667.91,672,18,0,0.4,0.68,1,0
3561.06,14764.74,822,26,0,0.35,0.95,0,0
2336.06,8650.2,349,25,1,0.31,0.09,0,1
2909.88,16763.85,311,44,0,0.48,0.02,0,0
2529.31,10275.39,753,65,1,0.34,0.82,0,0
3021.49,9746.84,333,54,0,0.27,0.06,0,0
2876.03,8191.51,339,58,1,0.24,0.07,0,0
4775.93,9890.64,326,62,0,0.17,0.05,0,0
4098.66,16284.75,385,67,1,0.33,0.15,0,0
3051.06,9396.49,503,32,1,0.26,0.37,0,0
2669.04,14155.8,703,25,1,0.44,0.73,0,0
5021.22,10942.61,375,68,0,0.18,0.14,0,0
3305.96,11690.59,523,43,0,0.29,0.41,0,1
4178.81,13151.38,342,32,0,0.26,0.08,0,1
3237.7,10905.56,737,59,1,0.28,0.79,0,0
1347.4,2435.07,377,51,1,0.15,0.14,0,0
3161.29,7480.39,602,53,1,0.2,0.55,0,0
3351.95,17892.45,775,52,0,0.44,0.86,0,0
5539.96,20067.56,663,69,1,0.3,0.66,0,0
1561.87,6758.87,556,57,1,0.36,0.47,0,0
2495.29,9300.17,822,40,0,0.31,0.95,0,0
2707.08,5832.74,374,28,1,0.18,0.13,0,0
4302.69,24340.02,393,30,1,0.47,0.17,0,0
4012.57,22435.37,325,66,0,0.47,0.05,0,1
3122.62,12088.42,497,25,0,0.32,0.36,0,0
3953.97,20844.22,438,22,1,0.44,0.25,0,0
3489.96,11825.64,544,38,1,0.28,0.44,0,0
5098.78,15020.14,765,19,1,0.25,0.85,0,0
5233.56,29186.65,591,67,0,0.46,0.53,0,1
4142.17,16724.14,697,49,1,0.34,0.72,0,0
4044.33,8969.97,539,63,1,0.18,0.43,0,0
3540.88,20984.12,673,37,1,0.49,0.68,0,0
4698.71,20894.1,313,47,0,0.37,0.02,0,0
3541.25,10105.48,360,35,1,0.24,0.11,0,0
2672.73,15948.09,388,31,0,0.5,0.16,0,0
1000.0,1631.95,747,49,0,0.14,0.81,0,0
4375.99,10252.45,311,54,0,0.2,0.02,0,0
3630.49,7862.17,381,32,1,0.18,0.15,0,0
5004.76,27735.99,367,55,1,0.46,0.12,0,0
3095.71,6828.93,373,48,0,0.18,0.13,0,1
2788.98,12947.07,734,59,0,0.39,0.79,0,0
3848.42,19001.19,795,59,1,0.41,0.9,0,0
3225.94,12537.4,340,64,1,0.32,0.07,0,1
2880.21,7822.89,797,36,1,0.23,0.9,0,0
3467.92,17579.71,748,20,0,0.42,0.81,1,0
3095.66,14635.92,723,55,1,0.39,0.77,0,0
2597.54,11106.38,437,44,1,0.36,0.25,0,0
2922.5,8913.13,429,18,1,0.25,0.23,0,0
2135.43,8423.4,607,55,0,0.33,0.56,0,1
4227.29,10615.4,310,54,1,0.21,0.02,0,0
3305.68,10832.03,769,27,1,0.27,0.85,0,0
3907.65,23146.25,732,40,1,0.49,0.79,0,0
3896.07,6596.63,697,43,1,0.14,0.72,0,0
4243.58,12333.46,311,57,1,0.24,0.02,0,0
3969.77,15541.05,580,50,1,0.33,0.51,0,0
4089.56,16201.02,619,48,1,0.33,0.58,0,0
2230.01,5105.63,545,52,0,0.19,0.45,0,1
4155.8,10523.84,613,27,0,0.21,0.57,0,1
4024.3,23607.1,665,39,0,0.49,0.66,0,1
2804.61,12760.31,313,38,1,0.38,0.02,0,1
1238.13,3486.54,690,21,1,0.23,0.71,0,0
4875.26,21203.01,367,47,1,0.36,0.12,0,0
3299.61,11297.69,753,28,1,0.29,0.82,0,0
1947.5,5749.03,585,25,1,0.25,0.52,0,0
4023.25,12568.07,342,63,1,0.26,0.08,0,0
3612.64,19687.99,406,65,0,0.45,0.19,0,0
4344.93,7769.08,313,32,1,0.15,0.02,0,0
1544.49,7631.07,379,26,1,0.41,0.14,0,0
4190.1,6492.22,662,21,1,0.13,0.66,0,0
3214.1,9827.34,378,19,1,0.25,0.14,0,0
5588.64,30799.38,339,20,1,0.46,0.07,0,1
2236.84,4281.62,635,21,0,0.16,0.61,1,0
5717.54,29444.68,696,47,1,0.43,0.72,0,0
3485.36,13712.99,549,38,0,0.33,0.45,0,0
5507.73,29124.06,521,38,1,0.44,0.4,0,0
6060.71,19696.98,677,54,0,0.27,0.69,0,0
1000.0,5361.93,833,47,0,0.45,0.97,0,0
2042.48,5267.24,604,22,1,0.21,0.55,0,0
4846.29,23733.77,809,61,1,0.41,0.93,0,0
3829.42,11767.42,605,54,1,0.26,0.55,0,0
4419.34,20992.7,780,31,1,0.4,0.87,0,0
2488.71,6911.7,748,23,1,0.23,0.81,0,0
3616.44,12003.98,394,29,1,0.28,0.17,0,0
3986.32,14807.69,319,30,1,0.31,0.03,0,1
5169.06,16333.56,706,23,0,0.26,0.74,1,0
1222.3,3819.32,591,52,1,0.26,0.53,0,0
2046.7,9790.35,392,62,0,0.4,0.17,0,0
1806.87,7089.92,682,37,1,0.33,0.69,0,0
3442.87,13656.33,382,53,1,0.33,0.15,0,1
2956.21,9771.03,559,35,0,0.28,0.47,0,0
3335.18,6194.74,664,54,1,0.15,0.66,0,0
4855.69,20786.39,411,51,1,0.36,0.2,0,0
2910.33,17250.47,350,44,1,0.49,0.09,0,1
2093.02,4324.77,538,53,1,0.17,0.43,0,0
3368.77,10818.38,780,25,0,0.27,0.87,0,0
5561.3,24949.87,710,66,0,0.37,0.75,0,0
3593.8,13126.73,554,69,1,0.3,0.46,0,0
5006.34,25626.37,616,67,1,0.43,0.57,0,0
4700.8,19540.98,407,35,1,0.35,0.19,0,0
2051.68,7374.49,806,57,1,0.3,0.92,0,0
6323.4,25756.57,632,68,1,0.34,0.6,0,0
4968.15,16205.09,525,22,1,0.27,0.41,0,0
2049.79,9576.29,423,35,0,0.39,0.22,0,1
3009.09,15729.21,691,59,1,0.44,0.71,0,0
2972.83,6173.62,711,57,1,0.17,0.75,0,0
3176.84,7923.29,434,69,1,0.21,0.24,0,0
3917.0,8621.12,811,34,0,0.18,0.93,0,0
2922.09,12640.52,705,29,1,0.36,0.74,0,0
3956.74,14200.75,653,59,1,0.3,0.64,0,0
3813.36,10738.36,661,19,0,0.23,0.66,1,0
4432.01,15914.78,335,38,1,0.3,0.06,0,0
4711.61,20064.18,751,50,0,0.35,0.82,0,0
2722.5,9642.66,781,37,1,0.3,0.87,0,0
3104.76,9669.04,533,28,1,0.26,0.42,0,0
4370.34,16264.33,665,52,1,0.31,0.66,0,0
5297.13,27623.89,319,29,1,0.43,0.03,0,0
6033.79,24662.71,645,65,0,0.34,0.63,0,0
2198.21,7015.48,763,53,1,0.27,0.84,0,0
3170.18,12434.27,616,20,1,0.33,0.57,0,0
2851.66,4537.59,330,30,0,0.13,0.05,0,1
4018.43,14772.88,811,60,1,0.31,0.93,0,0
5351.68,24484.37,311,59,0,0.38,0.02,0,1
3297.25,10903.82,664,42,0,0.28,0.66,0,0
3409.68,10509.12,703,44,1,0.26,0.73,0,0
2388.66,14153.79,470,49,0,0.49,0.31,0,0
4518.09,8127.63,563,32,0,0.15,0.48,0,0
1866.56,10835.65,440,57,0,0.48,0.25,0,1
4090.35,9128.43,601,30,0,0.19,0.55,0,0
2414.48,7259.73,712,32,1,0.25,0.75,0,0
2824.07,7464.8,345,52,1,0.22,0.08,0,0
5023.46,28707.26,403,19,0,0.48,0.19,1,0
1825.03,9766.19,553,43,0,0.45,0.46,0,1
2910.4,5756.24,669,43,0,0.16,0.67,0,0
3779.38,18049.0,384,39,1,0.4,0.15,0,0
2287.9,8314.45,771,20,1,0.3,0.86,0,0
3858.79,17181.46,574,20,0,0.37,0.5,1,0
4753.5,18651.63,562,48,0,0.33,0.48,0,0
3791.39,15037.34,770,39,0,0.33,0.85,0,0
4168.87,7801.55,848,42,0,0.16,1.0,0,0
2619.65,5801.59,724,46,1,0.18,0.77,0,0
4590.06,21401.71,698,64,0,0.39,0.72,0,0
3434.18,18196.32,500,62,1,0.44,0.36,0,0
3236.37,19155.83,338,55,1,0.49,0.07,0,1
3577.4,13362.27,367,62,1,0.31,0.12,0,0
3966.89,13983.84,549,51,1,0.29,0.45,0,0
5274.88,16177.28,329,27,0,0.26,0.05,0,0
2807.32,12332.52,759,29,1,0.37,0.83,0,0
3897.86,18419.38,811,25,1,0.39,0.93,0,0
3701.87,6157.5,301,58,1,0.14,0.0,0,0
2433.36,5481.21,765,34,1,0.19,0.85,0,0
3630.52,10376.54,455,63,1,0.24,0.28,0,0
3381.4,18948.35,645,49,1,0.47,0.63,0,0
4148.63,12905.62,302,21,0,0.26,0.0,1,1
2374.17,13790.48,463,26,1,0.48,0.3,0,0
1196.76,2735.95,502,52,1,0.19,0.37,0,0
3008.35,11854.49,307,36,0,0.33,0.01,0,1
3744.7,21484.99,718,25,0,0.48,0.76,0,1
2833.6,5974.01,604,61,1,0.18,0.55,0,0
4559.29,15244.89,329,55,0,0.28,0.05,0,1
3755.18,16874.4,800,26,1,0.37,0.91,0,0
4004.47,9109.48,739,26,1,0.19,0.8,0,0
3512.49,10105.66,812,64,1,0.24,0.93,0,0
